iter	Logloss
191	0.4440348275
192	0.4438539684
193	0.4436374818
194	0.4433712488
195	0.4431539032
196	0.4428284444
197	0.4426519463
198	0.4424500595
199	0.44221078
200	0.4419052907
201	0.4417447624
202	0.4414468235
203	0.4412513372
204	0.4410178468
205	0.4404895012
206	0.4402245252
207	0.4399402373
208	0.439888689
209	0.4395457838
210	0.4392986732
211	0.4389955565
212	0.4388348395
213	0.4385167555
214	0.43834593
215	0.4382166778
216	0.438024495
217	0.4377671869
218	0.4375749597
219	0.4374056146
220	0.4371291035
221	0.4371059606
222	0.436892842
223	0.4366662488
224	0.436319062
225	0.4359847633
226	0.4357945949
227	0.435627332
228	0.4354760556
229	0.4352866338
230	0.435008263
231	0.4348507021
232	0.434586359
233	0.4344383989
234	0.4340902999
235	0.4339676112
236	0.4337533434
237	0.4334134714
238	0.4332183623
239	0.4330361725
240	0.4327368053
241	0.4324259079
242	0.4322505778
243	0.4320319909
244	0.4318138613
245	0.4316291188
246	0.4314426735
247	0.4312690056
248	0.4311104997
249	0.430967039
250	0.4308018847
251	0.4305948297
252	0.4303013653
253	0.4301672214
254	0.4297910002
255	0.4296462246
256	0.4294416552
257	0.4293313256
258	0.4291262487
259	0.428972829
260	0.4286441365
261	0.4285199596
262	0.4283361825
263	0.4280878565
264	0.4277774114
265	0.4275041172
266	0.4270951795
267	0.4269206702
268	0.4267692065
269	0.4265189387
270	0.4262255639
271	0.4260772292
272	0.4258616308
273	0.4255478451
274	0.4253291343
275	0.4252188262
276	0.42502598
277	0.4246925322
278	0.424421174
279	0.4243236375
280	0.4240159604
281	0.4239891646
282	0.423707131
283	0.4234899852
284	0.4232216695
285	0.4230260138
286	0.4227628934
287	0.4226686772
288	0.4223672406
289	0.4221521754
290	0.4219849209
291	0.4218018837
292	0.4216759209
293	0.4215275178
294	0.4213498092
295	0.4212449049
296	0.4211239493
297	0.4209997006
298	0.4207901898
299	0.4205261184
300	0.4201852735
301	0.4200384799
302	0.4195438813
303	0.419415873
304	0.419229131
305	0.4191085292
306	0.4189772684
307	0.4185987176
308	0.4183911657
309	0.4182982271
310	0.4181671819
311	0.4179031272
312	0.4178942364
313	0.4177451861
314	0.4176110282
315	0.4173894115
316	0.4171935803
317	0.4168829653
318	0.4167323912
319	0.4166157925
320	0.4165857397
321	0.4162463569
322	0.4161768795
323	0.4160095136
324	0.415771274
325	0.4155775439
326	0.4154383169
327	0.4151260734
328	0.4149776062
329	0.4148821094
330	0.4147434618
331	0.4145939433
332	0.4143848157
333	0.4142836296
334	0.4141353724
335	0.4138942138
336	0.4137181047
337	0.4135563128
338	0.413493166
339	0.4134178888
340	0.4132574713
341	0.4131042596
342	0.4128430679
343	0.4126398495
344	0.4124816298
345	0.4124143943
346	0.4123236877
347	0.412222194
348	0.4120057124
349	0.4118309167
350	0.4117221821
351	0.4116499963
352	0.411457838
353	0.4113559263
354	0.4113071828
355	0.4112062726
356	0.4110318981
357	0.4108082608
358	0.4106252101
359	0.410478622
360	0.4102861193
361	0.4101383981
362	0.4099749858
363	0.409887474
364	0.4096972582
365	0.4095508767
366	0.4094487035
367	0.4093339103
368	0.4092105627
369	0.4089696642
370	0.4088833523
371	0.4088162539
372	0.4086835866
373	0.4083694273
374	0.4082586673
375	0.4079303879
376	0.4077098769
377	0.4075597339
378	0.4073328769
379	0.4071517584
380	0.4070167599
381	0.40690084
382	0.4067499652
383	0.4066220031
384	0.4066159928
385	0.4065502443
386	0.40635675
387	0.4062752708
388	0.4060832239
389	0.40589869
390	0.4057570889
391	0.4054726593
392	0.4053188486
393	0.4051161674
394	0.4050226022
395	0.404865392
396	0.4047935405
397	0.4043935231
398	0.4043072789
399	0.4042121999
400	0.4040612628
401	0.4039542083
402	0.4038367254
403	0.4036331207
404	0.4035030307
405	0.403375498
406	0.4032750023
407	0.4031693293
408	0.4030120815
409	0.4027222081
410	0.4026057037
411	0.4025212156
412	0.4023614378
413	0.4022325079
414	0.4020263153
415	0.4017883296
416	0.4016150231
417	0.4014973077
418	0.40130099
419	0.4010002846
420	0.4008975113
421	0.4008422882
422	0.4006633732
423	0.4003689777
424	0.400265336
425	0.4001764522
426	0.4000180506
427	0.3998195105
428	0.3996351109
429	0.3994736307
430	0.399312428
431	0.399208945
432	0.3990274484
433	0.3988764565
434	0.3986853387
435	0.3986516819
436	0.3985278251
437	0.3984438883
438	0.398148491
439	0.3980613728
440	0.3978862909
441	0.3976910837
442	0.3975457857
443	0.3974654755
444	0.3972173478
445	0.3971001729
446	0.3970401109
447	0.3969831183
448	0.396920344
449	0.3968402811
450	0.3966100023
451	0.3965077122
452	0.3962236995
453	0.3961422646
454	0.3958503785
455	0.3957182185
456	0.3955469304
457	0.3954399812
458	0.395241482
459	0.3951131601
460	0.3948405152
461	0.3948013366
462	0.3946348907
463	0.3946295935
464	0.3944631331
465	0.3944247485
466	0.3942242125
467	0.3941351697
468	0.3939788726
469	0.3938049384
470	0.3937139562
471	0.3935839739
472	0.3934868376
473	0.3933348987
474	0.3932676225
475	0.3931951944
476	0.3930676017
477	0.3928039221
478	0.3925987257
479	0.392413497
480	0.392214577
481	0.3920847886
482	0.3919608963
483	0.391792084
484	0.3916930751
485	0.3915754982
486	0.3913809939
487	0.3912706796
488	0.3912225556
489	0.3911156902
490	0.3909155384
491	0.3907969072
492	0.3906851309
493	0.3905004878
494	0.3904140163
495	0.3903585096
496	0.3902590576
497	0.3901924679
498	0.3900372136
499	0.389838186
500	0.389721329
501	0.3894884456
502	0.3892554159
503	0.3890579825
504	0.3889130815
505	0.3886621445
506	0.3886049148
507	0.3884499056
508	0.3883883481
509	0.3883231371
510	0.38824541
511	0.3880688671
512	0.3879067273
513	0.3878176239
514	0.3877414965
515	0.3875734359
516	0.3874817521
517	0.3872564393
518	0.3871952849
519	0.3869064808
520	0.3867579901
521	0.3866697475
522	0.3866386783
523	0.3865201856
524	0.3863992696
525	0.3861906226
526	0.3860598012
527	0.3859372118
528	0.3857857752
529	0.3856111642
530	0.3854464856
531	0.3852960119
532	0.3851884418
533	0.3850830031
534	0.3850134739
535	0.3848716413
536	0.3847735179
537	0.3846552217
538	0.3844786211
539	0.3844000066
540	0.3843491672
541	0.3842438622
542	0.3841844069
543	0.3841789795
544	0.3841117566
545	0.3839797693
546	0.3838958807
547	0.3838574678
548	0.3836577905
549	0.3836008002
550	0.3835416753
551	0.3834037135
552	0.3832536152
553	0.3830787141
554	0.3829496078
555	0.3828656529
556	0.3827722978
557	0.3826514223
558	0.3824920578
559	0.3823877595
560	0.38230121
561	0.3819293314
562	0.3818643534
563	0.38180544
564	0.3816326758
565	0.3815440773
566	0.3813804673
567	0.3812595017
568	0.3810453096
569	0.3810034451
570	0.3807407763
571	0.3806055862
572	0.3804452403
573	0.380237723
574	0.3801588814
575	0.380027206
576	0.3798286942
577	0.3796065298
578	0.3794179698
579	0.3792615737
580	0.3789715075
581	0.3788099819
582	0.3786716444
583	0.3785360957
584	0.3784258706
585	0.3782243439
586	0.3781310316
587	0.377959067
588	0.3779408667
589	0.3777312062
590	0.3776605025
591	0.3775586117
592	0.377492692
593	0.3771928787
594	0.3770874327
595	0.3768037946
596	0.3766180279
597	0.3762809094
598	0.3761577132
599	0.3760898713
600	0.3758724877
601	0.3756708824
602	0.3755937702
603	0.3754569077
604	0.3752629666
605	0.3750740359
606	0.3749386189
607	0.3748193089
608	0.3746961741
609	0.3744394801
610	0.374352178
611	0.3742793252
612	0.3742127049
613	0.3741806942
614	0.3741257203
615	0.373922383
616	0.3738214904
617	0.373719266
618	0.3736522967
619	0.373441078
620	0.3734105215
621	0.3733148241
622	0.3731976459
623	0.3730332521
624	0.3728015263
625	0.3727408885
626	0.3726066046
627	0.3724592823
628	0.3722687983
629	0.3721257703
630	0.3720137529
631	0.3718839694
632	0.3717197136
633	0.371480436
634	0.3713782425
635	0.3711206284
636	0.3709614675
637	0.3708807623
638	0.3707411046
639	0.3705035304
640	0.3702924752
641	0.3701151768
642	0.3700334488
643	0.3699432525
644	0.3697588275
645	0.369707859
646	0.3695355291
647	0.3692757077
648	0.3692049975
649	0.3690270925
650	0.3689199245
651	0.3688394778
652	0.3687081702
653	0.3684626693
654	0.3683234458
655	0.3681057425
656	0.3679791927
657	0.3679637404
658	0.3678862752
659	0.367715766
660	0.367591952
661	0.3673711448
662	0.3673082543
663	0.3672320562
664	0.3671245523
665	0.3670893139
666	0.3669209293
667	0.3668190215
668	0.3666830699
669	0.366562658
670	0.366278187
671	0.3660840744
672	0.3659598843
673	0.3657287188
674	0.3655905365
675	0.365469424
676	0.3652993307
677	0.3651362307
678	0.3649400581
679	0.3647982258
680	0.3646221876
681	0.3645423756
682	0.3643537693
683	0.3641464591
684	0.3640244023
685	0.3639357532
686	0.3638358619
687	0.3637614264
688	0.3635593377
689	0.3634568357
690	0.3633805307
691	0.3632554812
692	0.3630883922
693	0.3629622603
694	0.362890725
695	0.3627633849
696	0.3625997353
697	0.3624922058
698	0.3624231361
699	0.3622403931
700	0.3621531357
701	0.3619718531
702	0.3616999009
703	0.3615964709
704	0.3613856658
705	0.361286462
706	0.3611423245
707	0.3610578803
708	0.3609982988
709	0.3608440042
710	0.3606779175
711	0.3604903912
712	0.3603683743
713	0.3602109446
714	0.3601457776
715	0.3600673591
716	0.3599664259
717	0.3599111779
718	0.3597725534
719	0.3595798961
720	0.3595318185
721	0.3594551135
722	0.3593578737
723	0.3592381581
724	0.3591727805
725	0.3589536703
726	0.3586627881
727	0.3585469447
728	0.3583621794
729	0.3583034034
730	0.3581391
731	0.3580495168
732	0.3579961258
733	0.3576640456
734	0.3575421869
735	0.3574597725
736	0.3572544497
737	0.357086961
738	0.3568622137
739	0.3567158361
740	0.3566236419
741	0.3563773581
742	0.3563222107
743	0.3560355365
744	0.3559012288
745	0.3558374067
746	0.355599236
747	0.3554410864
748	0.355397664
749	0.3553125768
750	0.3551938945
751	0.3551431692
752	0.3550529875
753	0.3548957234
754	0.3548224892
755	0.3546733698
756	0.3546087495
757	0.354490935
758	0.3543698697
759	0.354238
760	0.3541393094
761	0.3540791585
762	0.3540317555
763	0.3539412681
764	0.3538560652
765	0.353739255
766	0.3536954574
767	0.3536185481
768	0.3535156458
769	0.3533325952
770	0.3532837893
771	0.3531762355
772	0.3530445558
773	0.3529811197
774	0.3528343633
775	0.3527076766
776	0.352603452
777	0.3525265558
778	0.3522606174
779	0.3521152
780	0.3518618162
781	0.3517571994
782	0.3516371262
783	0.3515811082
784	0.3515197115
785	0.3514120931
786	0.3513043514
787	0.3511736485
788	0.3510731525
789	0.3508633845
790	0.3506788588
791	0.3505941555
792	0.3503833753
793	0.3502936957
794	0.3501556726
795	0.3501035628
796	0.3500612564
797	0.3498070518
798	0.3496045348
799	0.3494911815
800	0.3494348243
801	0.3493911294
802	0.3492244759
803	0.3490179909
804	0.348871833
805	0.3487528856
806	0.3485744887
807	0.3484306928
808	0.3483065693
809	0.3482171656
810	0.3481742004
811	0.3480352814
812	0.3478969978
813	0.3478050302
814	0.3476290239
815	0.3475765383
816	0.347484029
817	0.3473560295
818	0.3471621123
819	0.347112871
820	0.3469222818
821	0.3467786446
822	0.3465683367
823	0.3463579938
824	0.3462284954
825	0.3460625888
826	0.3460234469
827	0.3459697178
828	0.3458694748
829	0.3457317598
830	0.3456452249
831	0.3454873643
832	0.3454277201
833	0.3452121808
834	0.344946343
835	0.3447637541
836	0.3445257429
837	0.34439095
838	0.3442497423
839	0.3439363106
840	0.3438711585
841	0.3437080432
842	0.3435007074
843	0.3434410134
844	0.3431966299
845	0.3430501078
846	0.3429299154
847	0.3427476887
848	0.3426970231
849	0.3425225759
850	0.342443168
851	0.3423587838
852	0.3422579758
853	0.34213463
854	0.3420137912
855	0.3419727065
856	0.3418679501
857	0.3416191293
858	0.3415677028
859	0.3414899941
860	0.3413589724
861	0.3413229057
862	0.3411546853
863	0.3408561102
864	0.3405635272
865	0.3405227894
866	0.3403184191
867	0.3402908004
868	0.3401738294
869	0.3400646283
870	0.339904395
871	0.3398195617
872	0.3396366337
873	0.3395261043
874	0.3394308724
875	0.3393314392
876	0.3392363974
877	0.3390904854
878	0.3389575455
879	0.338912689
880	0.3388784823
881	0.3388146354
882	0.3387545546
883	0.3385162693
884	0.3384239183
885	0.3383894843
886	0.3382914986
887	0.3380978175
888	0.3380071685
889	0.3377536853
890	0.3376922161
891	0.3375150157
892	0.3374336516
893	0.3373311151
894	0.337168896
895	0.3370954245
896	0.3370010663
897	0.3369110211
898	0.3368166372
899	0.3366916243
900	0.3365905991
901	0.3364481462
902	0.3363257404
903	0.3360904074
904	0.3359841871
905	0.3358745242
906	0.3357567853
907	0.3354740339
908	0.3353526143
909	0.3353013407
910	0.3352671177
911	0.3351593527
912	0.3350288458
913	0.3349718822
914	0.3348486528
915	0.3347595389
916	0.3347035678
917	0.3346321051
918	0.3345470742
919	0.3344459276
920	0.3343120573
921	0.3342497638
922	0.33405262
923	0.3337580939
924	0.3337004085
925	0.3335331057
926	0.3332910793
927	0.3331240908
928	0.3330213249
929	0.3328869833
930	0.3325000521
931	0.3323397471
932	0.3321891057
933	0.3320545213
934	0.3319187111
935	0.3318048769
936	0.3317325827
937	0.3315347598
938	0.3314737154
939	0.3313271162
940	0.3312904701
941	0.3310838574
942	0.3310039192
943	0.3308155102
944	0.3306057409
945	0.3305048879
946	0.3302820363
947	0.3301878036
948	0.3300659542
949	0.3299963894
950	0.3298990797
951	0.3298433036
952	0.3297152874
953	0.3295620321
954	0.3294040399
955	0.329163721
956	0.3290949074
957	0.3289826091
958	0.3288969724
959	0.3286789275
960	0.3285844134
961	0.3284773759
962	0.3284544884
963	0.3283614197
964	0.3282746064
965	0.3282239044
966	0.3281172713
967	0.3280445131
968	0.3278916878
969	0.3278016474
970	0.3276969284
971	0.3276150923
972	0.3275558176
973	0.3274843518
974	0.3273628982
975	0.3272110185
976	0.3270851238
977	0.3270255376
978	0.3267984898
979	0.3267146672
980	0.3266110884
981	0.3263371255
982	0.3262222338
983	0.3261283175
984	0.3260739318
985	0.3260279969
986	0.3258294481
987	0.3258001523
988	0.325687011
989	0.3254094716
990	0.3252597096
991	0.3251936159
992	0.3251399569
993	0.3250973781
994	0.3249429212
995	0.3248631874
996	0.3245983129
997	0.3243770123
998	0.3241575735
999	0.3240166201
