iter	Passed	Remaining
0	2	62
1	5	70
2	6	60
3	7	48
4	7	39
5	10	40
6	12	39
7	12	34
8	13	31
9	14	28
10	15	26
11	17	25
12	19	24
13	20	23
14	22	22
15	24	21
16	24	18
17	25	16
18	26	15
19	28	14
20	29	12
21	31	11
22	32	9
23	32	8
24	34	6
25	34	5
26	36	4
27	37	2
28	38	1
29	39	0
